2132;A;12/10/2009;68.0
2133;A;13/03/2003;43.0
2133;A;01/08/2003;43.0
2133;A;01/12/2004;45.0
2133;A;10/08/2005;45.0
2133;A;18/10/2006;47.0
2133;A;20/10/2007;53.0
2133;A;16/01/2011;68.0
2134;A;13/03/2003;43.0
2134;A;01/08/2003;43.0
2134;A;01/12/2004;45.0
2134;A;10/08/2005;45.0
2134;A;18/10/2006;47.0
2134;A;20/10/2007;53.0
2134;A;16/01/2011;68.0
2135;A;01/12/2004;45.0
2135;A;10/08/2005;45.0
2135;A;18/10/2006;47.0
2135;A;20/10/2007;53.0
2135;A;16/01/2011;68.0
2136;A;12/09/2002;43.0
2136;A;01/08/2003;43.0
2136;A;01/12/2004;45.0
2136;A;10/08/2005;45.0
2136;A;18/10/2006;47.0
2136;A;23/07/2007;48.0
2136;A;20/09/2007;53.0
2136;A;21/02/2008;59.5
2136;A;27/10/2008;65.0
2136;A;30/12/2009;68.0
2137;A;10/08/2005;45.0
2137;A;18/10/2006;47.0
2137;A;23/07/2007;48.0
2137;A;20/09/2007;53.0
2137;A;21/02/2008;59.5
2137;A;27/10/2008;65.0
2137;A;12/10/2009;68.0
2138;A;10/08/2005;45.0
2138;A;18/10/2006;47.0
2138;A;21/02/2008;59.5
2138;A;27/10/2008;65.0
2138;A;16/01/2011;68.0
2139;A;27/08/2005;45.0
2139;A;18/10/2006;47.0
2139;A;16/01/2011;68.0
2140;A;12/09/2002;14.0
2140;A;01/08/2003;14.0
2140;A;18/10/2006;15.0
2140;A;23/07/2007;16.0
2140;A;20/09/2007;19.0
2140;A;21/02/2008;19.0
2140;A;27/10/2008;22.0
2140;A;12/10/2009;23.5
2141;A;12/09/2002;14.0
2141;A;01/08/2003;14.0
2141;A;18/10/2006;15.0
2141;A;23/07/2007;16.0
2141;A;20/09/2007;19.0
2141;A;21/02/2008;19.0
2141;A;27/10/2008;22.0
2141;A;12/10/2009;23.5
2142;A;12/09/2002;14.0
2142;A;01/08/2003;14.0
2142;A;18/10/2006;15.0
2142;A;23/07/2007;16.0
2142;A;20/09/2007;19.0
2142;A;21/02/2008;19.0
2142;A;27/10/2008;22.0
2142;A;12/10/2009;23.5
2143;A;12/09/2002;14.0
2143;A;01/08/2003;14.0
2143;A;18/10/2006;15.0
2143;A;23/07/2007;16.0
2143;A;20/09/2007;19.0
2143;A;21/02/2008;19.0
2143;A;27/10/2008;22.0
2143;A;12/10/2009;23.5
2144;A;12/09/2002;14.0
2144;A;01/08/2003;14.0
2144;A;18/10/2006;15.0
2144;A;23/07/2007;16.0
2144;A;20/09/2007;19.0
2144;A;21/02/2008;19.0
2144;A;27/10/2008;22.0
2144;A;12/10/2009;23.5
2145;A;12/09/2002;14.0
2145;A;01/08/2003;14.0
2146;A;12/09/2002;14.0
2146;A;01/08/2003;14.0
2146;A;18/10/2006;15.0
2146;A;23/07/2007;16.0
2146;A;20/09/2007;19.0
2146;A;21/02/2008;19.0
2146;A;27/10/2008;23.5
2147;A;24/11/2004;13.0
2148;A;24/11/2004;13.0
2149;A;24/11/2004;13.0
2150;A;21/12/2005;14.0
2150;A;18/10/2006;15.0
2150;A;12/12/2006;12.0
2150;A;23/07/2007;16.0
2150;A;20/09/2007;19.0
2150;A;21/02/2008;12.0
2151;A;27/08/2005;45.0
2151;A;18/10/2006;47.0
2151;A;16/01/2011;68.0
2152;A;27/08/2005;45.0
2152;A;18/10/2006;47.0
2152;A;23/07/2007;48.0
2152;A;20/09/2007;53.0
2152;A;16/01/2011;68.0
2160;A;12/09/2002;35.0
2160;A;01/08/2003;35.0
2160;A;01/12/2004;38.0
2160;A;10/08/2005;40.0
2160;A;01/12/2006;42.0
2160;A;14/01/2008;43.0
2160;A;21/02/2008;47.0
2160;A;27/10/2008;50.0
2160;A;12/10/2009;55.0
2161;A;12/09/2002;35.0
2161;A;01/08/2003;35.0
2161;A;01/12/2004;38.0
2161;A;10/08/2005;40.0
2161;A;18/10/2006;42.0
2161;A;23/07/2007;43.0
2161;A;21/02/2008;47.0
2161;A;27/10/2008;50.0
2161;A;12/10/2009;55.0
2162;A;23/07/1907;43.0
2162;A;12/09/2002;35.0
2162;A;01/08/2003;35.0
2162;A;01/12/2004;38.0
2162;A;10/08/2005;40.0
2162;A;01/07/2007;42.0
2162;A;16/01/2011;55.0
2163;A;12/09/2002;35.0
2163;A;01/08/2003;35.0
2163;A;01/12/2004;38.0
2163;A;10/08/2005;40.0
2163;A;18/10/2006;42.0
2163;A;23/07/2007;43.0
2163;A;21/02/2008;47.0
2163;A;27/10/2008;50.0
2163;A;12/10/2009;55.0
2164;A;12/09/2002;35.0
2164;A;01/08/2003;35.0
2164;A;01/12/2004;38.0
2164;A;10/08/2005;40.0
2164;A;01/07/2007;42.0
2164;A;21/02/2008;47.0
2164;A;27/10/2008;50.0
2164;A;16/01/2011;55.0
2165;A;12/09/2002;35.0
2165;A;01/08/2003;35.0
2165;A;01/12/2004;38.0
2165;A;10/08/2005;40.0
2165;A;18/10/2006;42.0
2165;A;23/07/2007;43.0
2165;A;21/02/2008;47.0
2165;A;27/10/2008;50.0
2165;A;12/10/2009;55.0
2166;A;12/09/2002;35.0
2166;A;01/08/2003;35.0
2166;A;01/12/2004;38.0
2166;A;10/08/2005;40.0
2166;A;18/10/2006;42.0
2166;A;23/07/2007;43.0
2166;A;21/02/2008;47.0
2166;A;27/10/2008;50.0
2166;A;12/10/2009;55.0
2167;A;23/07/1907;43.0
2167;A;12/09/2002;35.0
2167;A;01/08/2003;35.0
2167;A;01/12/2004;38.0
2167;A;10/08/2005;40.0
2167;A;18/10/2006;42.0
2167;A;23/07/2007;43.0
2167;A;21/02/2008;47.0
2167;A;27/10/2008;50.0
2167;A;12/10/2009;55.0
2168;A;12/09/2002;35.0
2168;A;01/08/2003;35.0
2168;A;01/12/2004;38.0
2168;A;10/08/2005;40.0
2168;A;18/10/2006;42.0
2168;A;13/10/2007;43.0
2168;A;21/02/2008;47.0
2168;A;27/10/2008;50.0
2168;A;01/02/2010;55.0
2169;A;12/09/2002;35.0
2169;A;01/08/2003;35.0
2169;A;01/12/2004;38.0
2169;A;10/08/2005;40.0
2169;A;18/10/2006;42.0
2169;A;23/07/2007;43.0
2169;A;21/02/2008;47.0
2169;A;27/10/2008;50.0
2169;A;12/10/2009;55.0
2170;A;12/09/2002;35.0
2170;A;01/08/2003;35.0
2170;A;01/12/2004;38.0
2170;A;10/08/2005;40.0
2170;A;18/10/2006;42.0
2170;A;23/07/2007;43.0
2170;A;21/02/2008;47.0
2170;A;27/10/2008;50.0
2170;A;12/10/2009;55.0
2171;A;12/09/2002;35.0
2171;A;01/08/2003;35.0
2171;A;01/12/2004;38.0
2171;A;10/08/2005;40.0
2171;A;18/10/2006;42.0
2171;A;16/01/2011;55.0
2172;A;12/09/2002;35.0
2172;A;01/08/2003;35.0
2172;A;01/12/2004;38.0
2172;A;10/08/2005;40.0
2172;A;18/10/2006;42.0
2172;A;23/07/2007;43.0
2172;A;21/02/2008;47.0
2172;A;27/10/2008;50.0
2172;A;12/10/2009;55.0
2173;A;12/09/2002;35.0
2173;A;01/08/2003;35.0
2173;A;01/12/2004;38.0
2173;A;10/08/2005;40.0
2173;A;18/10/2006;42.0
2173;A;23/07/2007;43.0
2173;A;21/02/2008;47.0
2173;A;27/10/2008;50.0
2173;A;01/02/2010;55.0
2174;A;12/09/2002;35.0
2174;A;01/08/2003;35.0
2174;A;01/12/2004;38.0
2174;A;10/08/2005;40.0
2174;A;18/10/2006;42.0
2174;A;23/07/2007;43.0
2174;A;21/02/2008;47.0
2174;A;27/10/2008;50.0
2174;A;12/10/2009;55.0
2175;A;12/09/2002;35.0
2175;A;01/08/2003;35.0
2175;A;01/12/2004;38.0
2175;A;10/08/2005;40.0
2175;A;18/10/2006;42.0
2175;A;23/07/2007;43.0
2175;A;21/02/2008;47.0
2175;A;27/10/2008;50.0
2175;A;12/10/2009;55.0
2176;A;12/09/2002;35.0
2176;A;01/08/2003;35.0
2176;A;01/12/2004;38.0
2176;A;10/08/2005;40.0
2176;A;21/02/2008;47.0
2176;A;27/10/2008;50.0
2177;A;12/09/2002;35.0
2177;A;01/08/2003;35.0
2177;A;01/12/2004;38.0
2177;A;10/08/2005;40.0
2177;A;01/12/2006;42.0
2177;A;09/10/2007;43.0
2177;A;21/02/2008;47.0
2177;A;27/10/2008;50.0
2177;A;01/03/2010;55.0
2178;A;12/09/2002;35.0
2178;A;01/08/2003;35.0
2178;A;01/12/2004;38.0
2178;A;10/08/2005;40.0
2179;A;12/09/2002;35.0
2179;A;01/08/2003;35.0
2179;A;01/12/2004;38.0
2179;A;10/08/2005;40.0
2180;A;12/09/2002;35.0
2180;A;01/08/2003;35.0
2180;A;01/12/2004;38.0
2180;A;10/08/2005;40.0
2181;A;01/04/2003;35.0
2181;A;01/08/2003;35.0
2181;A;01/12/2004;38.0
2181;A;10/08/2005;40.0
2181;A;21/02/2008;47.0
2181;A;27/10/2008;50.0
2182;A;12/03/2003;35.0
2182;A;01/08/2003;35.0
